source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe
3075955904089799552,132.10459270933268,2.271051596123523,12.599344304105063,0.017785182,4.013977357436915,0.01871014,66.10200703095197,0.015240515,35.98448,0.30269697,11.123108,11.694805,10.408632,0.97255623
5927744094804268288,251.0976069392508,-56.960100359866715,11.304311485078196,0.012926726,-35.37191646771424,0.013576157,-99.37431063079272,0.011355461,6.3970594,1.1404586,12.686421,13.5849085,11.753894,0.9369518
2845253659931962368,346.9667582183557,26.85576486361678,11.48592747665444,0.022474853,-36.02476515446429,0.025341516,17.65704049958199,0.018479474,11.243388,2.568337,14.446041,15.62406,13.37038,1.0469966
3036724126625168384,117.37629290682426,-12.200919074659865,14.340502994035823,0.025568143,-71.42747433991039,0.024608092,108.30337301319516,0.018117258,58.806015,1.9881657,14.4798155,15.907074,13.30864,1.1209757
3886440422100617344,159.82872414636526,15.979266838396848,20.903049825015874,0.023766035,221.51477060796813,0.02631203,-129.20693391178128,0.02159009,-20.692314,6.0028753,14.4912,15.928652,13.3151245,1.126879
6024847395467088896,247.00745055266052,-33.0594298957876,12.446468178396216,0.020965226,-5.535817219660187,0.027269315,-93.32911032994052,0.020997941,15.206487,10.01326,13.888916,15.287217,12.727826,1.1835195
3383951204344435968,98.53517361915868,25.329991425580587,10.121082012487696,0.015283156,-18.04587755917579,0.018645618,27.722308240088417,0.015225933,73.01188,1.6639533,13.548737,14.5174,12.57479,1.1359384
5718437006862811392,119.55634559335004,-15.987982695513018,18.004570698723903,0.012641769,-39.09734086721763,0.012143729,-46.689586800088016,0.011124977,11.300282,0.44329846,12.3678,13.352484,11.384806,1.0347242
6196457933368101888,202.80436078238415,-21.178991138861807,10.167137280246171,0.014886285,80.54562044679744,0.015519334,-32.95247075512294,0.009594853,3.0735579,0.25442278,10.957998,11.440327,10.312679,0.90461147
187247281185703296,78.32188893184393,37.3367034538816,37.89526907288171,0.026304075,-144.92237498352853,0.030879153,-136.77190703403556,0.022290193,-1.7538819,0.12368704,6.3506002,6.6129584,5.917682,0.94066936
4669477522111051904,56.542687220998694,-66.56371665710132,12.222276581994803,0.014076951,103.19915754945012,0.016439639,-42.724734129994665,0.018160675,46.50912,0.9583261,12.931969,13.987945,11.911132,1.1950777
3272344073974631168,59.32099302140032,4.205100259973484,10.270694693727595,0.020923892,-8.130812450909744,0.02402882,-95.31855335054168,0.019919371,-26.166262,3.1521227,14.427376,15.604866,13.350248,1.1616998
4410813529028844928,238.81055490370633,0.756935085005506,13.753599600956088,0.017861946,-16.451981755558446,0.02157034,5.726670955864879,0.015658474,-30.204948,3.9259508,14.104278,15.4698515,12.952125,1.137497
904415727656065920,124.71914542225072,35.41157366577708,17.942129301664064,0.023100369,-188.15986033095055,0.022049524,-190.2982109538735,0.017681278,53.48288,2.4740589,14.04019,15.437671,12.881469,1.178539
4844923603257974528,61.50504595285519,-38.997680715549464,11.501181941491245,0.012485163,-24.427556861169055,0.012415255,-147.60699547078133,0.01563698,-2.0063844,0.13606213,8.72236,9.079462,8.195945,1.0381136
